,movieId,rating_mean,title,genres,databaseId
17662503,43919,1.62,Date Movie (2006),Comedy|Romance,110944
17663496,43921,3.48,Running Scared (2006),Action|Crime|Thriller,137293
17664334,43930,2.86,Just My Luck (2006),Comedy|Romance,88006
17664980,44004,2.86,Failure to Launch (2006),Comedy|Romance,140998
17666679,44155,2.96,Five Children and It (2004),Adventure|Children|Fantasy,86772
17666713,44189,2.87,Ask the Dust (2006),Drama|Romance,131811
17666821,44193,3.33,She's the Man (2006),Comedy|Romance,191798
17668833,44199,3.89,Inside Man (2006),Crime|Drama|Thriller,186741
17677785,44238,2.12,Leprechaun 2 (1994),Comedy|Fantasy|Horror,183086
17677888,44241,2.2,Leprechaun 3 (1995),Comedy|Fantasy|Horror,98939
17677947,44397,2.89,"Hills Have Eyes, The (2006)",Drama|Horror|Thriller,76187
17679500,44399,2.38,"Shaggy Dog, The (2006)",Adventure|Children|Comedy|Fantasy,78804
17679774,44587,3.73,Nanook of the North (1922),Documentary|Drama,118970
17679968,44665,3.86,Lucky Number Slevin (2006),Crime|Drama|Mystery,109798
17689461,44694,3.83,Volver (2006),Comedy|Drama,195667
17692227,44709,3.65,Akeelah and the Bee (2006),Drama,122852
17693317,44729,1.8,Larry the Cable Guy: Health Inspector (2006),Comedy,190275
17693520,44761,3.79,Brick (2005),Crime|Drama|Film-Noir|Mystery,187758
17696335,44777,2.6,Evil Aliens (2005),Comedy|Horror|Sci-Fi,164887
17696371,44779,2.66,Santa's Slay (2005),Comedy|Fantasy|Horror,107168
17696419,44788,3.72,This Film Is Not Yet Rated (2006),Documentary,121902
17697605,44828,3.2,Slither (2006),Comedy|Horror|Sci-Fi,171009
17698754,44840,2.66,"Benchwarmers, The (2006)",Comedy,180230
17699485,44911,3.22,Magic (1978),Drama|Horror|Romance|Thriller,191892
17699564,44949,2.81,Hoot (2006),Children|Comedy,137537
17699668,44966,3.29,Where the Red Fern Grows (1974),Children|Drama,120520
17699750,44972,2.33,Scary Movie 4 (2006),Comedy|Horror,129596
17701751,44974,3.61,Hard Candy (2005),Drama|Thriller,190267
17704569,44978,2.97,Dead Birds (2004),Horror|War|Western,160163
17704636,45030,2.61,Even Money (2006),Crime|Drama,112779
17704655,45081,3.23,Silent Hill (2006),Fantasy|Horror|Thriller,199449
17707510,45186,3.35,Mission: Impossible III (2006),Action|Adventure|Thriller,144795
17713586,45208,2.65,RV (2006),Adventure|Children|Comedy,130203
17714418,45210,3.62,United 93 (2006),Crime|Drama,102314
17716556,45221,3.24,Stick It (2006),Comedy,152424
17717030,45431,3.29,Over the Hedge (2006),Adventure|Animation|Children|Comedy,155956
17720518,45442,2.69,Poseidon (2006),Action|Adventure|Thriller|IMAX,200348
17721669,45447,3.15,"Da Vinci Code, The (2006)",Drama|Mystery|Thriller,140771
17731665,45499,3.28,X-Men: The Last Stand (2006),Action|Sci-Fi|Thriller,100821
17742834,45501,2.89,"Break-Up, The (2006)",Comedy|Drama|Romance,157758
17745181,45517,3.35,Cars (2006),Animation|Children|Comedy,92374
17753571,45662,2.76,"Omen, The (2006)",Horror|Thriller,144711
17754409,45666,2.71,Nacho Libre (2006),Comedy,150436
17756468,45668,3.33,"Lake House, The (2006)",Drama|Fantasy|Romance,119667
17758697,45672,2.92,Click (2006),Adventure|Comedy|Drama|Fantasy|Romance,78874
17763959,45720,3.48,"Devil Wears Prada, The (2006)",Comedy|Drama,80208
17772510,45722,3.47,Pirates of the Caribbean: Dead Man's Chest (2006),Action|Adventure|Fantasy,118651
17789322,45726,2.73,"You, Me and Dupree (2006)",Comedy,152121
17790940,45728,3.53,Clerks II (2006),Comedy,116389
17794838,45730,2.79,Lady in the Water (2006),Drama|Fantasy|Mystery,201543
17796512,45732,2.5,My Super Ex-Girlfriend (2006),Comedy|Fantasy|Romance,82631
17798036,45852,2.37,See No Evil (2006),Horror,149027
17798219,45991,2.79,Psych-Out (1968),Drama|Musical|Thriller,174158
17798231,46062,2.54,High School Musical (2006),Children|Comedy|Drama|Musical|Romance,104378
17799408,46337,2.48,Garfield: A Tail of Two Kitties (2006),Animation|Children|Comedy,147038
17799847,46430,2.92,Waist Deep (2006),Action|Crime|Drama|Thriller,157097
17799923,46530,2.94,Superman Returns (2006),Action|Adventure|Sci-Fi|IMAX,197155
17805182,46578,3.87,Little Miss Sunshine (2006),Adventure|Comedy|Drama,117972
17825219,46653,3.37,"300 Spartans, The (1962)",Adventure|Drama|War,170898
17825349,46723,3.64,Babel (2006),Drama|Thriller,198342
17831712,46770,2.88,Krrish (2006),Adventure|Musical|Romance|Sci-Fi,100886
17831759,46848,3.12,"Gumball Rally, The (1976)",Adventure|Comedy,97046
17831796,46850,3.8,Wordplay (2006),Documentary,104331
17832508,46915,2.81,End Game (2006),Crime|Drama|Mystery,107928
17832534,46948,3.26,Monster House (2006),Animation|Children|Fantasy|Mystery,79512
17834400,46965,2.51,Snakes on a Plane (2006),Action|Comedy|Horror|Thriller,88526
17836929,46970,3.2,Talladega Nights: The Ballad of Ricky Bobby (2006),Action|Comedy,141928
17841081,46972,3.05,Night at the Museum (2006),Action|Comedy|Fantasy|IMAX,102499
17853249,46974,2.94,World Trade Center (2006),Drama,125258
17854105,46976,3.79,Stranger than Fiction (2006),Comedy|Drama|Fantasy|Romance,115047
17863735,47044,2.94,Miami Vice (2006),Action|Crime|Drama|Thriller,112332
17865394,47099,3.84,"Pursuit of Happyness, The (2006)",Drama,113392
17875006,47122,3.12,John Tucker Must Die (2006),Comedy|Romance,161935
17876066,47200,3.41,Crank (2006),Action|Thriller,104930
17879819,47382,3.35,Step Up (2006),Drama|Romance,134778
17882811,47452,2.76,Wing Chun (1994),Action|Comedy|Drama|Romance,113404
17882828,47493,3.45,Cabin in the Sky (1943),Fantasy|Musical,82893
17882878,47518,3.27,Accepted (2006),Comedy,120257
17884915,47610,3.81,"Illusionist, The (2006)",Drama|Fantasy|Mystery|Romance,126096
17897212,47629,3.71,The Queen (2006),Drama,189531
17900064,47640,3.08,Beerfest (2006),Comedy,167623
17901353,47644,3.57,Invincible (2006),Drama,130523
17902428,47810,2.03,"Wicker Man, The (2006)",Horror|Mystery|Thriller,177270
17903396,47830,3.05,"Quiet, The (2005)",Crime|Drama|Mystery|Thriller,149022
17903579,47976,2.86,Trust the Man (2005),Comedy|Drama|Romance,173849
17903692,47997,3.37,Idiocracy (2006),Adventure|Comedy|Sci-Fi|Thriller,191316
17907722,47999,3.74,Jesus Camp (2006),Documentary|Drama,155140
17909434,48043,3.6,"Fountain, The (2006)",Drama|Fantasy|Romance,89838
17914157,48123,3.5,"Long Voyage Home, The (1940)",Drama|War,84517
17914183,48142,2.71,"Black Dahlia, The (2006)",Crime|Drama|Mystery|Thriller,135655
17915357,48161,3.31,Gridiron Gang (2006),Drama,178015
17915717,48262,3.63,"Bridge, The (2006)",Documentary,122411
17916135,48304,3.65,Apocalypto (2006),Adventure|Drama|Thriller,156124
17920711,48319,3.32,Flyboys (2006),Action|Adventure|Drama|War,181949
17921159,48322,3.11,Jackass Number Two (2006),Comedy|Documentary,145814
17922860,48412,3.51,"Guardian, The (2006)",Action|Adventure|Drama,159636
17923775,48414,2.96,Open Season (2006),Adventure|Animation|Children|Comedy|IMAX,79313
17924767,48416,2.92,School for Scoundrels (2006),Comedy|Crime,122726
17925155,48427,2.0,Romy and Michele: In the Beginning (2005),Comedy,143958
17925161,48516,4.12,"Departed, The (2006)",Crime|Drama|Thriller,86428
17951321,48518,2.63,"Texas Chainsaw Massacre: The Beginning, The (2006)",Horror|Thriller,90026
17952050,48520,2.81,Employee of the Month (2006),Comedy,203622
17952853,48593,2.93,Man of the Year (2006),Comedy|Thriller,167870
17953525,48596,2.39,"Marine, The (2006)",Action|Drama|Thriller,171169
17953809,48738,3.85,"Last King of Scotland, The (2006)",Drama|Thriller,164931
17959974,48774,3.89,Children of Men (2006),Action|Adventure|Drama|Sci-Fi|Thriller,161817
17975401,48780,4.09,"Prestige, The (2006)",Drama|Mystery|Sci-Fi|Thriller,114560
17998533,48783,3.48,Flags of Our Fathers (2006),Drama|War,158111
18000264,48791,2.84,Flicka (2006),Children|Drama,195773
18000379,48856,3.59,"Guide to Recognizing Your Saints, A (2006)",Crime|Drama,103517
18000730,48877,2.79,Saw III (2006),Crime|Horror|Thriller,175707
18003453,48982,3.29,Flushed Away (2006),Animation|Comedy,160285
18005283,49110,2.65,Mom and Dad Save the World (1992),Comedy|Sci-Fi,78869
18005376,49130,3.53,"Good Year, A (2006)",Comedy|Drama|Romance,185684
18006252,49234,3.39,Red Dust (2004),Drama,86357
18006261,49272,3.82,Casino Royale (2006),Action|Adventure|Thriller,175252
18027671,49274,3.02,Happy Feet (2006),Adventure|Animation|Children|Comedy|IMAX,190590
18030657,49276,2.9,Let's Go to Prison (2006),Comedy,106197
18030940,49389,3.32,The Great Train Robbery (1903),Crime|Western,153100
18031073,49396,3.24,Tenacious D in The Pick of Destiny (2006),Adventure|Comedy|Musical,95750
18032711,49524,3.34,"Nativity Story, The (2006)",Drama,112106
18032880,49530,3.86,Blood Diamond (2006),Action|Adventure|Crime|Drama|Thriller|War,93845
18045786,49571,2.86,Dracula's Daughter (1936),Drama|Horror,134195
18045832,49647,3.15,Charlotte's Web (2006),Children|Comedy|Drama|Fantasy,84097
18046485,49649,2.51,Eragon (2006),Action|Adventure|Fantasy,193221
18048570,49651,3.37,Rocky Balboa (2006),Action|Drama,81968
18050580,49772,3.79,"Painted Veil, The (2006)",Drama|Romance,119656
18051836,49793,3.53,We Are Marshall (2006),Drama,156060
18052602,49822,3.4,"Good Shepherd, The (2006)",Drama|Thriller,185637
18054443,49824,3.25,Dreamgirls (2006),Drama|Musical,129124
18055562,49910,3.69,Freedom Writers (2007),Drama,172036
18056448,49961,3.73,Notes on a Scandal (2006),Drama,156699
18057989,50068,3.82,Letters from Iwo Jima (2006),Drama|War,139873
18061142,50147,2.06,Black Christmas (2006),Action|Horror|Thriller,145744
18061358,50158,2.92,Stomp the Yard (2007),Drama|Musical,106635
18061554,50601,3.43,Bridge to Terabithia (2007),Adventure|Children|Fantasy,109064
18063540,50792,3.06,Catch and Release (2006),Comedy|Drama|Romance,194047
18064020,50798,1.47,Epic Movie (2007),Adventure|Comedy,91692
18065301,50800,2.65,"Messengers, The (2007)",Drama|Horror|Thriller,159982
18065653,50802,2.95,Because I Said So (2007),Comedy|Drama|Romance,128682
18066262,50804,3.05,Hannibal Rising (2007),Drama|Horror|Thriller,177441
18067503,50806,1.85,Norbit (2007),Comedy|Romance,78958
18068287,50872,3.82,Ratatouille (2007),Animation|Children|Drama,177922
18088088,51077,2.49,Ghost Rider (2007),Action|Fantasy|Thriller,84422
18091314,51084,3.29,Music and Lyrics (2007),Comedy|Romance,176541
18093550,51086,3.11,"Number 23, The (2007)",Drama|Mystery|Thriller,89770
18096421,51091,3.36,Black Snake Moan (2006),Drama,103738
18097735,51255,3.85,Hot Fuzz (2007),Action|Comedy|Crime|Mystery,127115
18112111,51357,3.68,Citizen X (1995),Crime|Drama|Thriller,159560
18112345,51412,3.21,Next (2007),Action|Sci-Fi|Thriller,96184
18114699,51418,3.21,Breaking and Entering (2006),Drama,191242
18114944,51503,2.9,Wise Guys (1986),Comedy|Crime,157878
18114996,51540,3.72,Zodiac (2007),Crime|Drama|Thriller,155467
18122894,51575,2.7,Wild Hogs (2007),Adventure|Comedy,182174
18124276,51660,3.66,"Ultimate Gift, The (2006)",Drama,170943
18124546,51662,3.58,300 (2007),Action|Fantasy|War|IMAX,136877
18144292,51698,3.18,"Last Mimzy, The (2007)",Adventure|Children|Sci-Fi,118472
18144860,51834,3.56,Becoming Jane (2007),Drama|Romance,192586
18145859,51857,3.34,"Taste of Honey, A (1961)",Drama,132319
18145909,51903,2.73,I Think I Love My Wife (2007),Comedy|Drama|Romance,78673
18146109,51927,3.04,Dead Silence (2007),Horror|Mystery|Thriller,165155
18146695,51931,3.6,Reign Over Me (2007),Drama,114111
18147939,51935,3.62,Shooter (2007),Action|Drama|Thriller,108746
18152720,52245,3.04,Blades of Glory (2007),Comedy|Romance,198742
18156106,52281,3.66,Grindhouse (2007),Action|Crime|Horror|Sci-Fi|Thriller,125036
18161761,52283,2.8,"Reaping, The (2007)",Horror|Thriller,174125
18162202,52287,3.46,Meet the Robinsons (2007),Action|Adventure|Animation|Children|Comedy|Sci-Fi,146986
18163963,52328,3.63,Sunshine (2007),Adventure|Drama|Sci-Fi|Thriller,144872
18168684,52458,3.28,Disturbia (2007),Drama|Thriller,189266
18171222,52604,3.73,Fracture (2007),Crime|Drama|Mystery|Thriller,193005
18174139,52694,2.96,Mr. Bean's Holiday (2007),Comedy,183189
18175415,52722,2.89,Spider-Man 3 (2007),Action|Adventure|Sci-Fi|Thriller|IMAX,165531
18183729,52952,3.81,This Is England (2006),Drama,106116
18185519,52973,3.44,Knocked Up (2007),Comedy|Drama|Romance,140335
18194130,52975,3.32,Hairspray (2007),Comedy|Drama|Musical,127328
18196338,53000,3.44,28 Weeks Later (2007),Horror|Sci-Fi|Thriller,168632
18202515,53038,3.58,Red Dust (1932),Drama,164515
18202584,53121,2.95,Shrek the Third (2007),Adventure|Animation|Children|Comedy|Fantasy,112783
18207318,53125,3.4,Pirates of the Caribbean: At World's End (2007),Action|Adventure|Comedy|Fantasy,168727
18219080,53129,3.65,Mr. Brooks (2007),Crime|Drama|Thriller,103550
18221386,53152,2.71,"Man from Planet X, The (1951)",Horror|Romance|Sci-Fi,176201
18221403,53280,2.65,"Breed, The (2006)",Horror|Thriller,96793
18221459,53318,3.64,Cashback (2006),Comedy|Drama|Romance,140291
18223029,53322,3.51,Ocean's Thirteen (2007),Crime|Thriller,87745
18230896,53435,2.61,Hostel: Part II (2007),Crime|Horror|Thriller,120544
18231675,53464,2.67,Fantastic Four: Rise of the Silver Surfer (2007),Action|Adventure|Sci-Fi,199585
18235543,53466,3.03,Nancy Drew (2007),Adventure|Crime|Thriller,142741
18235776,53468,3.5,Fido (2006),Comedy|Horror|Thriller,98401
18236483,53519,3.56,Death Proof (2007),Action|Adventure|Crime|Horror|Thriller,86841
18241178,53550,3.61,Rescue Dawn (2006),Action|Adventure|Drama|War,91965
18242580,53808,2.77,Bring It On: All or Nothing (2006),Comedy,117771
18242655,53894,3.64,Sicko (2007),Documentary|Drama,202601
18245468,53953,3.35,1408 (2007),Drama|Horror|Thriller,194035
18249689,53956,3.7,Death at a Funeral (2007),Comedy,76279
18251626,53972,3.48,Live Free or Die Hard (2007),Action|Adventure|Crime|Thriller,201436
18258699,53974,2.62,License to Wed (2007),Comedy|Romance,103646
18259265,53993,2.72,Evan Almighty (2007),Comedy|Fantasy,189328
18261983,53996,3.13,Transformers (2007),Action|Sci-Fi|Thriller|IMAX,129036
18282813,54004,2.83,I Now Pronounce You Chuck and Larry (2007),Comedy|Romance,162481
18284463,54121,2.99,Broken Arrow (1950),Drama|Romance|Western,188316
18284528,54190,3.6,Across the Universe (2007),Drama|Fantasy|Musical|Romance,180122
18287079,54256,3.43,Hot Rod (2007),Comedy,149402
18288218,54259,3.81,Stardust (2007),Adventure|Comedy|Fantasy|Romance,173253
18295236,54272,3.42,"Simpsons Movie, The (2007)",Animation|Comedy,203049
18304874,54276,3.25,No Reservations (2007),Comedy|Drama|Romance,138546
18305769,54281,3.58,Charlie Bartlett (2007),Comedy|Drama,175178
18306909,54286,3.94,"Bourne Ultimatum, The (2007)",Action|Crime|Thriller,197769
18328583,54503,3.73,Superbad (2007),Comedy,199831
18341582,54513,3.42,Talk to Me (2007),Drama,153820
18341775,54648,3.11,Rush Hour 3 (2007),Action|Comedy|Crime|Thriller,201412
18343734,54732,2.54,Balls of Fury (2007),Comedy,89085
18344556,54768,2.23,Daddy Day Camp (2007),Children|Comedy,126619
18344738,54775,3.09,War (2007),Action|Thriller,166279
18345394,54785,2.98,Halloween (2007),Horror,163704
18346209,54881,3.81,"King of Kong, The (2007)",Documentary,130287
18348166,54910,3.43,Behind the Mask: The Rise of Leslie Vernon (2006),Comedy|Horror|Thriller,133669
18348432,54995,3.53,Planet Terror (2007),Action|Horror|Sci-Fi,156176
18352524,54997,3.73,3:10 to Yuma (2007),Action|Crime|Drama|Western,126809
18359598,54999,3.3,Shoot 'Em Up (2007),Action|Comedy|Crime,182567
18361808,55050,3.23,Fierce People (2005),Drama,162209
18361845,55052,3.74,Atonement (2007),Drama|Romance|War,129676
18365401,55073,1.41,Mercenary for Justice (2006),Action,167001
18365418,55209,2.92,The Death and Life of Bobby Z (2007),Action|Crime|Drama|Thriller,144120
18365467,55232,3.15,Resident Evil: Extinction (2007),Action|Horror|Sci-Fi|Thriller,114876
18368321,55241,2.5,Mr. Woodcock (2007),Comedy,110685
18368800,55245,2.8,Good Luck Chuck (2007),Comedy|Romance,149260
18369778,55247,3.89,Into the Wild (2007),Action|Adventure|Drama,122208
18380446,55250,3.06,"Game Plan, The (2007)",Comedy,108273
18380947,55261,2.78,"Heartbreak Kid, The (2007)",Comedy|Drama|Romance,133092
18381594,55267,3.42,Dan in Real Life (2007),Comedy|Drama|Romance,164394
18383579,55269,3.71,"Darjeeling Limited, The (2007)",Adventure|Comedy|Drama,93320
18388824,55274,3.43,Elizabeth: The Golden Age (2007),Drama,177605
18389720,55276,3.72,Michael Clayton (2007),Drama|Thriller,125663
18393895,55280,3.7,Lars and the Real Girl (2007),Comedy|Drama,134064
18397100,55282,3.11,30 Days of Night (2007),Horror|Thriller,182881
18399347,55290,3.8,Gone Baby Gone (2007),Crime|Drama|Mystery,136369
18403936,55294,3.17,Weirdsville (2007),Comedy|Crime|Drama,147979
18403960,55363,3.64,"Assassination of Jesse James by the Coward Robert Ford, The (2007)",Crime|Drama|Western,182669
18406684,55442,3.94,Persepolis (2007),Animation|Drama,100602
18410339,55507,3.71,"Mary, Queen of Scots (1971)",Drama,119347
18410363,55553,3.07,Black Sheep (2006),Comedy|Horror,186006
18410918,55577,2.75,Saw IV (2007),Crime|Horror|Thriller,184479
18412821,55713,3.5,The Reckless Moment (1949),Crime|Drama|Film-Noir,176375
18412848,55765,3.8,American Gangster (2007),Crime|Drama|Thriller,85637
18420700,55768,2.81,Bee Movie (2007),Animation|Comedy,77195
18422816,55820,4.01,No Country for Old Men (2007),Crime|Drama,124848
18441338,55872,3.6,August Rush (2007),Drama|Musical,196132
18442673,55908,3.96,"Man from Earth, The (2007)",Drama|Sci-Fi,173187
18446001,55955,2.65,Fred Claus (2007),Children|Comedy|Fantasy,193309
18446389,56003,2.7,Southland Tales (2006),Comedy|Drama|Sci-Fi|Thriller,192160
18446897,56079,3.1,Smiley Face (2007),Comedy,146297
18447114,56093,3.55,12 (2007),Crime|Drama|Thriller|War,113279
18447271,56145,3.51,"Mist, The (2007)",Horror|Sci-Fi,194607
18451020,56152,3.51,Enchanted (2007),Adventure|Animation|Children|Comedy|Fantasy|Musical|Romance,149249
18459006,56158,2.83,This Christmas (2007),Comedy|Drama|Romance,94460
18459052,56165,2.73,P2 (2007),Horror|Thriller,149908
18459259,56171,3.11,"Golden Compass, The (2007)",Adventure|Children|Fantasy,176558
18462513,56174,3.5,I Am Legend (2007),Action|Horror|Sci-Fi|Thriller|IMAX,92882
18476876,56176,2.38,Alvin and the Chipmunks (2007),Children|Comedy,175360
18478061,56251,3.78,Futurama: Bender's Big Score (2007),Animation|Comedy|Sci-Fi,84903
18480070,56367,3.75,Juno (2007),Comedy|Drama|Romance,88487
18499199,56389,3.33,My Blueberry Nights (2007),Drama|Romance,108943
18499820,56485,3.13,Return to Sender (2004),Drama|Thriller,176207
18499839,56587,3.59,"Bucket List, The (2007)",Comedy|Drama,149788
18503962,56715,3.84,Wristcutters: A Love Story (2006),Drama|Fantasy|Romance,174394
18505483,56757,3.48,Sweeney Todd: The Demon Barber of Fleet Street (2007),Drama|Horror|Musical|Thriller,133997
18519299,56775,3.26,National Treasure: Book of Secrets (2007),Action|Adventure,109424
18523981,56782,3.97,There Will Be Blood (2007),Drama|Western,105556
18534042,56788,3.65,Charlie Wilson's War (2007),Comedy|Drama|War,160470
18536900,56805,3.28,Walk Hard: The Dewey Cox Story (2007),Comedy|Musical,194272
18538027,56848,2.82,Ricochet (1991),Action|Crime|Thriller,83389
18538116,56915,3.15,"Water Horse: Legend of the Deep, The (2007)",Adventure|Children|Fantasy,124032
18538514,56921,3.74,Battlestar Galactica: Razor (2007),Action|Drama|Sci-Fi|Thriller,177359
18539746,56941,3.5,P.S. I Love You (2007),Comedy|Drama|Romance,118353
18542307,56945,3.03,"Perfect Holiday, The (2007)",Comedy|Romance,125099
18542389,56949,3.16,27 Dresses (2008),Comedy|Romance,153411
18546173,57368,3.3,Cloverfield (2008),Action|Mystery|Sci-Fi|Thriller,76519
18559149,57421,2.95,Hatchet (2006),Comedy|Horror,197303
18559291,57522,2.43,First Sunday (2008),Comedy|Crime,76935
18559356,57530,2.7,How She Move (2007),Drama,142272
18559378,57532,1.63,Meet the Spartans (2008),Comedy,183135
18560328,57534,2.63,"Eye, The (2008)",Drama|Horror|Thriller,203168
18560761,57536,2.55,Strange Wilderness (2008),Comedy,77910
18560986,57637,3.06,"Signal, The (2007)",Horror|Sci-Fi|Thriller,193321
18561177,57640,3.36,Hellboy II: The Golden Army (2008),Action|Adventure|Fantasy|Sci-Fi,155044
18566077,57669,3.88,In Bruges (2008),Comedy|Crime|Drama|Thriller,127795
18576750,57910,2.93,Teeth (2007),Comedy|Horror,158269
18577259,57951,2.95,Fool's Gold (2008),Action|Adventure|Comedy|Romance,75984
18578146,58025,3.05,Jumper (2008),Action|Adventure|Drama|Sci-Fi|Thriller,104137
18582609,58029,3.34,It's a Free World... (2007),Drama,78950
18582650,58047,3.57,"Definitely, Maybe (2008)",Comedy|Drama|Romance,130771
18585079,58078,3.32,"Air I Breathe, The (2007)",Crime|Drama|Romance|Thriller,160428
18585385,58103,3.28,Vantage Point (2008),Action|Drama|Thriller,195497
18587099,58105,3.29,"Spiderwick Chronicles, The (2008)",Adventure|Children|Drama|Fantasy|IMAX,147958
18588335,58154,3.39,"Other Boleyn Girl, The (2008)",Drama|Romance,104192
18589557,58156,2.89,Semi-Pro (2008),Comedy,105916
18590603,58162,3.26,Run Fatboy Run (2007),Comedy|Romance,78207
18591700,58191,3.78,Taxi to the Dark Side (2007),Documentary,165525
18592008,58295,3.61,"Bank Job, The (2008)",Action|Crime|Thriller,191270
18595080,58299,3.31,Horton Hears a Who! (2008),Adventure|Animation|Children|Comedy,150798
18597207,58315,2.03,"Love Guru, The (2008)",Comedy,112297
18597941,58365,3.38,Chicago 10 (2007),Animation|Documentary,172129
18597983,58559,4.17,"Dark Knight, The (2008)",Action|Crime|Drama|IMAX,134106
18642721,58627,3.31,Never Back Down (2008),Action,108706
18643192,58803,3.51,21 (2008),Crime|Drama|Romance|Thriller,127378
18648168,58876,3.2,Stop-Loss (2008),Drama|War,170707
18648366,58975,2.84,"Ruins, The (2008)",Horror|Thriller,93860
18648923,58998,3.57,Forgetting Sarah Marshall (2008),Comedy|Romance,116976
18655783,59014,2.26,Superhero Movie (2008),Action|Comedy|Sci-Fi,201368
18656450,59016,3.32,Street Kings (2008),Crime|Drama|Thriller,178938
18657170,59022,3.14,Harold & Kumar Escape from Guantanamo Bay (2008),Adventure|Comedy,151702
18659302,59037,3.01,Speed Racer (2008),Action|Children|Sci-Fi|IMAX,84009
18660155,59103,3.29,"Forbidden Kingdom, The (2008)",Action|Adventure|Comedy|Fantasy,103663
18661327,59126,3.6,Religulous (2008),Comedy|Documentary,81232
18662771,59143,3.33,Super High Me (2007),Comedy|Documentary,93238
18663170,59256,3.09,Deception (2008),Action|Drama|Thriller,144481
18663462,59258,3.1,Baby Mama (2008),Comedy,168289
18664543,59306,2.07,Prom Night (2008),Horror|Mystery|Thriller,165728
18664817,59315,3.85,Iron Man (2008),Action|Adventure|Sci-Fi,99583
18691496,59333,3.14,Made of Honor (2008),Comedy|Romance,144901
18692414,59369,3.77,Taken (2008),Action|Crime|Drama|Thriller,134823
18715476,59387,3.93,"Fall, The (2006)",Adventure|Drama|Fantasy,158274
18718167,59392,3.67,Stargate: The Ark of Truth (2008),Action|Fantasy|Sci-Fi,133626
18718735,59501,3.22,"Chronicles of Narnia: Prince Caspian, The (2008)",Adventure|Children|Fantasy,152830
18722261,59604,3.26,"Girl Next Door, The (2007)",Crime|Drama|Horror|Thriller,97346
18722543,59607,3.54,King Corn (2007),Documentary,138185
18722649,59615,2.92,Indiana Jones and the Kingdom of the Crystal Skull (2008),Action|Adventure|Comedy|Sci-Fi,147598
18730920,59715,2.68,Shutter (2008),Horror|Mystery|Thriller,140825
18731133,59725,2.81,Sex and the City (2008),Comedy|Romance,139964
18733258,59727,3.12,"Strangers, The (2008)",Horror|Thriller,200135
18734169,59784,3.62,Kung Fu Panda (2008),Action|Animation|Children|Comedy|IMAX,105827
18745708,59900,2.59,You Don't Mess with the Zohan (2008),Comedy,108426
18748359,60007,3.36,Doctor Who (1996),Adventure|Sci-Fi,159550
18748522,60037,2.44,"Happening, The (2008)",Drama|Sci-Fi|Thriller,192810
18750603,60040,3.2,"Incredible Hulk, The (2008)",Action|Sci-Fi,76706
18756280,60072,3.24,Wanted (2008),Action|Thriller,146475
18761633,60074,3.15,Hancock (2008),Action|Adventure|Comedy|Crime|Fantasy,83948
18769262,60126,3.16,Get Smart (2008),Action|Comedy,201366
18772675,60397,3.09,Mamma Mia! (2008),Comedy|Musical|Romance,124268
18775495,60471,3.08,Rogue (2007),Action|Adventure|Horror|Sci-Fi|Thriller,162964
18775667,60514,2.84,Journey to the Center of the Earth (2008),Action|Adventure|Sci-Fi,127231
18777103,60516,2.48,Meet Dave (2008),Adventure|Children|Comedy|Romance|Sci-Fi,198146
18777545,60538,2.48,Shrooms (2007),Horror|Thriller,151539
18777668,60684,3.71,Watchmen (2009),Action|Drama|Mystery|Sci-Fi|Thriller|IMAX,168664
18789740,60753,3.69,Felon (2008),Crime|Drama,181683
18790509,60756,3.42,Step Brothers (2008),Comedy,111918
18794465,60766,3.83,Man on Wire (2008),Documentary,191911
18796471,60941,3.02,"Midnight Meat Train, The (2008)",Horror|Mystery|Thriller,144894
18796898,60950,3.6,Vicky Cristina Barcelona (2008),Comedy|Drama|Romance,195045
18800576,60981,2.99,Fist of the North Star (1986),Action|Animation,174953
18800612,61024,3.47,Pineapple Express (2008),Action|Comedy|Crime,84273
18806349,61041,3.25,"Take, The (2007)",Crime|Drama,166710
18806365,61048,2.86,Expired (2007),Comedy|Drama|Romance,127243
18806379,61071,3.17,"Sisterhood of the Traveling Pants 2, The (2008)",Adventure|Comedy|Drama|Romance,173155
18806815,61123,2.48,High School Musical 2 (2007),Comedy|Drama|Musical|Romance,106407
18807543,61132,3.37,Tropic Thunder (2008),Action|Adventure|Comedy|War,192815
18814654,61160,3.0,Star Wars: The Clone Wars (2008),Action|Adventure|Animation|Sci-Fi,107486
18816309,61248,3.09,Death Race (2008),Action|Adventure|Sci-Fi|Thriller,82763
18818226,61250,2.88,"House Bunny, The (2008)",Comedy,143859
18819173,61262,3.08,Mirrors (2008),Horror|Mystery|Thriller,102652
18819934,61301,2.78,American Zombie (2007),Comedy|Horror,125813
18819950,61323,3.53,Burn After Reading (2008),Comedy|Crime|Drama,203386
18827932,61348,1.27,Disaster Movie (2008),Comedy,200256
18828525,61352,3.52,Traitor (2008),Crime|Drama|Thriller,113925
18829309,61354,2.35,College (2008),Comedy,182681
18829425,61401,2.37,"Spirit, The (2008)",Action|Comedy|Fantasy|Thriller,138525
18830128,61697,2.92,Righteous Kill (2008),Crime|Mystery|Thriller,116311
18830750,61705,2.92,Lakeview Terrace (2008),Drama|Thriller,202284
18831235,61934,2.69,Freebie and the Bean (1974),Action|Comedy,81209
